[54, 137, 83, 0, 0, 0, 0, 0, 40, 90, 136, 119, 0, 40, 0, 0, 83, 100, 82, 0]
[119, 0, 36, 83, 82, 0, 36, 73, 0, 0, 122, 36, 183, 0, 173, 183, 77, 76, 0, 36]
[0, 0, 0, 140, 0, 36, 137, 40, 0, 82, 36, 0, 54, 137, 137, 182, 0, 122, 201, 183]
[0, 0, 0, 130, 36, 100, 0, 118, 0, 122, 137, 0, 0, 154, 40, 0, 224, 0, 0, 0]
[52, 0, 182, 54, 82, 0, 165, 0, 82, 40, 0, 182, 0, 0, 83, 54, 119, 0, 82, 0]
[0, 83, 165, 83, 0, 0, 82, 0, 0, 90, 36, 0, 137, 140, 0, 0, 36, 100, 36, 0]
[0, 0, 201, 302, 0, 0, 36, 0, 0, 36, 0, 0, 219, 36, 0, 0, 40, 76, 137, 0]
[0, 40, 0, 0, 154, 0, 36, 0, 0, 36, 54, 0, 137, 137, 0, 0, 0, 201, 36, 0]
[82, 0, 0, 0, 0, 0, 182, 0, 100, 90, 82, 90, 0, 0, 36, 0, 140, 100, 0, 36]
[0, 100, 76, 100, 0, 52, 36, 0, 0, 136, 73, 0, 77, 0, 0, 0, 0, 100, 0, 83]
[100, 0, 36, 0, 0, 0, 100, 135, 51, 92, 106, 171, 51, 51, 51, 51, 51, 51, 51, 51]
[51, 152, 51, 51, 135, 51, 51, 135, 51, 51, 51, 51, 106, 134, 152, 51, 152, 51, 51, 51]
[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 142, 135, 159, 51, 135, 88, 92]
[51, 51, 88, 92, 51, 51, 51, 152, 51, 88, 51, 51, 134, 88, 51, 51, 51, 51, 51, 88]
[51, 51, 51, 51, 152, 51, 51, 134, 51, 51, 88, 152, 51, 51, 51, 51, 51, 135, 51, 51]
[92, 51, 51, 152, 51, 51, 51, 217, 51, 51, 88, 51, 51, 51, 51, 135, 51, 51, 51, 192]
[88, 135, 51, 51, 106, 51, 152, 51, 51, 51, 51, 211, 51, 51, 275, 51, 51, 289, 51, 234]
[51, 51, 152, 51, 235, 51, 51, 51, 88, 51, 51, 51, 51, 51, 51, 106, 51, 51, 192, 152]
[51, 134, 51, 51, 51, 92, 51, 51, 189, 51, 51, 88, 152, 51, 189, 51, 135, 51, 51, 51]
[51, 51, 134, 92, 51, 51, 152, 51, 174, 51, 51, 51, 51, 51, 181, 51, 51, 135, 51, 135]
[51, 51, 51, 51, 135, 152, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]
[134, 99, 51, 51, 51, 51, 51, 153, 88, 51, 152, 51, 135, 88, 51, 135, 152, 135, 51, 88]
[135, 170, 51, 51, 51, 51, 51, 134, 51, 51, 51, 106, 51, 51, 106, 51, 51, 92, 51, 51]
[88, 152, 51, 134, 275, 51, 51, 134, 135, 51, 88, 106, 92, 51, 51, 51, 51, 206, 51, 51]
[51, 51, 92, 92, 106, 92, 51, 51, 135, 51, 51, 51, 51, 135, 51, 51, 51, 152, 51, 88]
[99, 129, 51, 170, 51, 99, 182, 88, 51, 51, 51, 106, 152, 51, 106, 51, 51, 51, 51, 51]
[106, 51, 51, 51, 51, 51, 135, 152, 51, 51, 51, 51, 51, 92, 135, 106, 51, 135, 51, 51]
[228, 51, 106, 129, 51, 51, 88, 88, 88, 51, 152, 51, 135, 92, 51, 51, 51, 51, 106, 106]
[51, 51, 189, 99, 99, 99, 189, 92, 51, 51, 51, 135, 88, 51, 51, 51, 152, 51, 51, 88]
[51, 51, 51, 51, 51, 51, 51, 88, 196, 88, 171, 51, 88, 88, 88, 51, 51, 51, 51, 88]
[170, 99, 99, 170, 51, 51, 189, 51, 51, 88, 88, 88, 170, 171, 51, 51, 51, 51, 134, 92]
[51, 51, 152, 51, 51, 106, 51, 51, 88, 51, 159, 159, 170, 170, 170, 169, 206, 170, 170, 169]
[170, 170, 206, 170, 170, 170, 170, 170, 170, 170, 210, 267, 170, 169, 159, 159, 170, 170, 271, 170]
[118, 118, 118, 118, 118, 118, 118, 118, 118, 154, 218, 154, 118, 118, 118, 118, 219, 172, 155, 118]
[155, 118, 118, 219, 118, 118, 118, 118, 172, 213, 219, 118, 219, 118, 118, 155, 118, 118, 155, 118]
[118, 118, 118, 201, 118, 118, 118, 155, 118, 118, 118, 118, 155, 155, 118, 155, 118, 118, 118, 118]
[118, 118, 155, 118, 172, 118, 118, 118, 118, 271, 341, 118, 118, 118, 155, 118, 255, 118, 118, 118]
[118, 118, 118, 118, 118, 118, 118, 155, 191, 118, 118, 118, 255, 172, 118, 118, 118, 118, 155, 118]
[118, 118, 118, 155, 159, 201, 118, 118, 172, 118, 213, 172, 219, 118, 118, 195, 118, 118, 256, 159]
[118, 118, 219, 172, 118, 159, 118, 118, 118, 118, 273, 118, 219, 118, 118, 118, 118, 118, 118, 155]
[118, 118, 118, 118, 118, 155, 118, 118, 255, 118, 201, 118, 155, 118, 118, 118, 118, 118, 118, 118]
[155, 172, 201, 118, 118, 219, 118, 155, 201, 155, 118, 118, 118, 118, 172, 118, 118, 118, 118, 159]
[118, 118, 118, 219, 118, 155, 219, 118, 118, 159, 118, 118, 118, 118, 118, 118, 209, 219, 118, 172]
[201, 118, 118, 319, 118, 155, 118, 118, 118, 118, 118, 255, 118, 118, 118, 118, 118, 118, 172, 342]
[219, 118, 118, 289, 118, 118, 159, 118, 159, 155, 118, 118, 118, 118, 118, 118, 118, 155, 118, 118]
[118, 118, 118, 172, 155, 118, 219, 118, 118, 118, 118, 172, 118, 172, 118, 118, 118, 219, 118, 118]
[118, 209, 118, 118, 118, 118, 118, 159, 118, 118, 155, 118, 118, 118, 118, 118, 118, 118, 159, 118]
[118, 118, 118, 155, 118, 118, 118, 118, 155, 118, 159, 118, 118, 209, 118, 219, 118, 118, 201, 118]
[118, 219, 155, 118, 219, 155, 155, 219, 155, 118, 118, 118, 259, 118, 118, 118, 285, 118, 118, 118]
